true,pred,path
Normal,Normal,extracted_data/npy/val/normal/01221_O_E_N_C2.npy
Normal,Normal,extracted_data/npy/val/normal/01591_L_F_N_C2.npy
Normal,Normal,extracted_data/npy/val/normal/02315_H_A_N_C5.npy
Normal,Fall,extracted_data/npy/val/normal/02228_H_A_N_C1.npy
Normal,Normal,extracted_data/npy/val/normal/02209_H_A_N_C1.npy
Normal,Normal,extracted_data/npy/val/normal/00216_H_D_N_C6.npy
Normal,Normal,extracted_data/npy/val/normal/00617_H_D_N_C1.npy
Normal,Normal,extracted_data/npy/val/normal/00622_H_D_N_C2.npy
Normal,Normal,extracted_data/npy/val/normal/01987_Y_A_N_C2.npy
Normal,Normal,extracted_data/npy/val/normal/01228_O_E_N_C2.npy
Normal,Normal,extracted_data/npy/val/normal/00216_H_D_N_C5.npy
Normal,Normal,extracted_data/npy/val/normal/00023_H_A_N_C1.npy
Normal,Normal,extracted_data/npy/val/normal/00005_H_A_N_C8.npy
Normal,Normal,extracted_data/npy/val/normal/02510_H_A_N_C5.npy
Normal,Normal,extracted_data/npy/val/normal/01921_Y_E_N_C3.npy
Normal,Normal,extracted_data/npy/val/normal/00296_H_A_N_C8.npy
Normal,Normal,extracted_data/npy/val/normal/00971_O_E_N_C5.npy
Normal,Fall,extracted_data/npy/val/normal/01024_O_E_N_C8.npy
Normal,Normal,extracted_data/npy/val/normal/02049_H_A_N_C4.npy
Normal,Normal,extracted_data/npy/val/normal/01394_O_B_N_C5.npy
Normal,Normal,extracted_data/npy/val/normal/01529_O_E_N_C7.npy
Normal,Normal,extracted_data/npy/val/normal/00543_H_D_N_C4.npy
Normal,Normal,extracted_data/npy/val/normal/01228_O_E_N_C3.npy
Normal,Normal,extracted_data/npy/val/normal/02209_H_A_N_C8.npy
Normal,Normal,extracted_data/npy/val/normal/01631_O_E_N_C2.npy
Normal,Normal,extracted_data/npy/val/normal/02355_H_A_N_C7.npy
Normal,Normal,extracted_data/npy/val/normal/01170_O_E_N_C6.npy
Normal,Fall,extracted_data/npy/val/normal/01227_O_E_N_C1.npy
Normal,Normal,extracted_data/npy/val/normal/02049_H_A_N_C3.npy
Normal,Normal,extracted_data/npy/val/normal/00204_H_D_N_C5.npy
Normal,Fall,extracted_data/npy/val/normal/02228_H_A_N_C2.npy
Normal,Normal,extracted_data/npy/val/normal/00971_O_E_N_C6.npy
Normal,Normal,extracted_data/npy/val/normal/01024_O_E_N_C7.npy
Normal,Normal,extracted_data/npy/val/normal/00830_O_E_N_C4.npy
Normal,Normal,extracted_data/npy/val/normal/00653_H_D_N_C2.npy
Normal,Normal,extracted_data/npy/val/normal/02389_H_A_N_C3.npy
Normal,Normal,extracted_data/npy/val/normal/00504_H_D_N_C3.npy
Normal,Normal,extracted_data/npy/val/normal/01383_O_B_N_C5.npy
Normal,Normal,extracted_data/npy/val/normal/00204_H_D_N_C4.npy
Normal,Normal,extracted_data/npy/val/normal/00340_H_A_N_C2.npy
Normal,Normal,extracted_data/npy/val/normal/01987_Y_A_N_C3.npy
Normal,Normal,extracted_data/npy/val/normal/00617_H_D_N_C7.npy
Normal,Normal,extracted_data/npy/val/normal/02339_H_A_N_C6.npy
Normal,Normal,extracted_data/npy/val/normal/01344_O_F_N_C3.npy
Normal,Normal,extracted_data/npy/val/normal/00023_H_A_N_C3.npy
Normal,Normal,extracted_data/npy/val/normal/00599_H_D_N_C7.npy
Normal,Normal,extracted_data/npy/val/normal/01598_L_F_N_C2.npy
Normal,Normal,extracted_data/npy/val/normal/01344_O_F_N_C5.npy
Normal,Normal,extracted_data/npy/val/normal/00023_H_A_N_C2.npy
Normal,Normal,extracted_data/npy/val/normal/01158_O_E_N_C6.npy
Normal,Normal,extracted_data/npy/val/normal/00599_H_D_N_C6.npy
Normal,Normal,extracted_data/npy/val/normal/01063_O_E_N_C1.npy
Normal,Normal,extracted_data/npy/val/normal/00941_O_E_N_C6.npy
Normal,Normal,extracted_data/npy/val/normal/00005_H_A_N_C1.npy
Normal,Normal,extracted_data/npy/val/normal/01731_Y_E_N_C8.npy
Normal,Normal,extracted_data/npy/val/normal/01383_O_B_N_C6.npy
Normal,Normal,extracted_data/npy/val/normal/01032_O_E_N_C2.npy
Normal,Normal,extracted_data/npy/val/normal/01767_Y_E_N_C8.npy
Normal,Normal,extracted_data/npy/val/normal/02393_H_A_N_C4.npy
Normal,Normal,extracted_data/npy/val/normal/02133_H_A_N_C7.npy
Normal,Normal,extracted_data/npy/val/normal/00504_H_D_N_C4.npy
Normal,Normal,extracted_data/npy/val/normal/01591_L_F_N_C1.npy
Normal,Normal,extracted_data/npy/val/normal/01220_O_E_N_C7.npy
Normal,Normal,extracted_data/npy/val/normal/00941_O_E_N_C5.npy
Normal,Normal,extracted_data/npy/val/normal/01394_O_B_N_C7.npy
Normal,Normal,extracted_data/npy/val/normal/01109_O_E_N_C3.npy
Normal,Normal,extracted_data/npy/val/normal/02315_H_A_N_C4.npy
Normal,Normal,extracted_data/npy/val/normal/01024_O_E_N_C1.npy
Normal,Normal,extracted_data/npy/val/normal/02327_H_A_N_C6.npy
Normal,Normal,extracted_data/npy/val/normal/00543_H_D_N_C3.npy
Normal,Normal,extracted_data/npy/val/normal/00095_H_A_N_C3.npy
Normal,Normal,extracted_data/npy/val/normal/02510_H_A_N_C4.npy
Normal,Normal,extracted_data/npy/val/normal/01731_Y_E_N_C7.npy
Normal,Normal,extracted_data/npy/val/normal/01063_O_E_N_C2.npy
Normal,Normal,extracted_data/npy/val/normal/00244_H_D_N_C7.npy
Normal,Normal,extracted_data/npy/val/normal/01220_O_E_N_C1.npy
Normal,Normal,extracted_data/npy/val/normal/01070_O_E_N_C3.npy
Normal,Normal,extracted_data/npy/val/normal/00653_H_D_N_C3.npy
Normal,Normal,extracted_data/npy/val/normal/02595_H_A_N_C8.npy
Normal,Normal,extracted_data/npy/val/normal/00296_H_A_N_C1.npy
Normal,Normal,extracted_data/npy/val/normal/01109_O_E_N_C5.npy
Normal,Normal,extracted_data/npy/val/normal/01731_Y_E_N_C6.npy
Normal,Normal,extracted_data/npy/val/normal/00582_H_D_N_C6.npy
Normal,Normal,extracted_data/npy/val/normal/01032_O_E_N_C1.npy
Normal,Normal,extracted_data/npy/val/normal/01205_O_E_N_C8.npy
Normal,Normal,extracted_data/npy/val/normal/01394_O_B_N_C6.npy
Normal,Normal,extracted_data/npy/val/normal/02339_H_A_N_C8.npy
Normal,Normal,extracted_data/npy/val/normal/01656_Y_E_N_C4.npy
Normal,Fall,extracted_data/npy/val/normal/02237_H_A_N_C1.npy
Normal,Normal,extracted_data/npy/val/normal/01063_O_E_N_C3.npy
Normal,Normal,extracted_data/npy/val/normal/02129_H_A_N_C6.npy
Normal,Normal,extracted_data/npy/val/normal/00582_H_D_N_C5.npy
Normal,Normal,extracted_data/npy/val/normal/01598_L_F_N_C3.npy
Normal,Normal,extracted_data/npy/val/normal/02141_H_A_N_C6.npy
Normal,Normal,extracted_data/npy/val/normal/02209_H_A_N_C7.npy
Normal,Normal,extracted_data/npy/val/normal/01170_O_E_N_C7.npy
Normal,Normal,extracted_data/npy/val/normal/00216_H_D_N_C7.npy
Normal,Normal,extracted_data/npy/val/normal/02376_H_A_N_C8.npy
Normal,Fall,extracted_data/npy/val/normal/02289_H_A_N_C2.npy
Normal,Normal,extracted_data/npy/val/normal/00340_H_A_N_C1.npy
Normal,Normal,extracted_data/npy/val/normal/01703_Y_E_N_C7.npy
Normal,Normal,extracted_data/npy/val/normal/02514_H_A_N_C5.npy
Normal,Normal,extracted_data/npy/val/normal/00110_H_A_N_C3.npy
Normal,Normal,extracted_data/npy/val/normal/01344_O_F_N_C4.npy
Normal,Normal,extracted_data/npy/val/normal/02129_H_A_N_C4.npy
Normal,Normal,extracted_data/npy/val/normal/00617_H_D_N_C8.npy
Normal,Normal,extracted_data/npy/val/normal/01656_Y_E_N_C3.npy
Normal,Normal,extracted_data/npy/val/normal/02141_H_A_N_C8.npy
Normal,Normal,extracted_data/npy/val/normal/01656_Y_E_N_C5.npy
Normal,Normal,extracted_data/npy/val/normal/00543_H_D_N_C5.npy
Normal,Normal,extracted_data/npy/val/normal/00272_H_D_N_C7.npy
Normal,Normal,extracted_data/npy/val/normal/01413_O_B_N_C7.npy
Normal,Normal,extracted_data/npy/val/normal/02393_H_A_N_C2.npy
Normal,Normal,extracted_data/npy/val/normal/00005_H_A_N_C2.npy
Normal,Normal,extracted_data/npy/val/normal/00244_H_D_N_C6.npy
Normal,Normal,extracted_data/npy/val/normal/01170_O_E_N_C5.npy
Normal,Normal,extracted_data/npy/val/normal/00594_H_D_N_C5.npy
Normal,Normal,extracted_data/npy/val/normal/01529_O_E_N_C8.npy
Normal,Normal,extracted_data/npy/val/normal/02393_H_A_N_C3.npy
Normal,Normal,extracted_data/npy/val/normal/01767_Y_E_N_C1.npy
Normal,Normal,extracted_data/npy/val/normal/00971_O_E_N_C7.npy
Normal,Normal,extracted_data/npy/val/normal/02141_H_A_N_C7.npy
Normal,Normal,extracted_data/npy/val/normal/01205_O_E_N_C7.npy
Normal,Normal,extracted_data/npy/val/normal/02296_H_A_N_C4.npy
Normal,Normal,extracted_data/npy/val/normal/01683_Y_E_N_C6.npy
Normal,Normal,extracted_data/npy/val/normal/01631_O_E_N_C4.npy
Normal,Normal,extracted_data/npy/val/normal/02237_H_A_N_C3.npy
Normal,Normal,extracted_data/npy/val/normal/01815_Y_A_N_C2.npy
Normal,Normal,extracted_data/npy/val/normal/01205_O_E_N_C6.npy
Normal,Normal,extracted_data/npy/val/normal/01815_Y_A_N_C1.npy
Normal,Normal,extracted_data/npy/val/normal/02514_H_A_N_C7.npy
Normal,Normal,extracted_data/npy/val/normal/01383_O_B_N_C4.npy
Normal,Fall,extracted_data/npy/val/normal/02355_H_A_N_C1.npy
Normal,Normal,extracted_data/npy/val/normal/01413_O_B_N_C8.npy
Normal,Normal,extracted_data/npy/val/normal/01598_L_F_N_C1.npy
Normal,Normal,extracted_data/npy/val/normal/02514_H_A_N_C6.npy
Normal,Normal,extracted_data/npy/val/normal/00982_O_E_N_C7.npy
Normal,Normal,extracted_data/npy/val/normal/02355_H_A_N_C8.npy
Normal,Normal,extracted_data/npy/val/normal/01703_Y_E_N_C5.npy
Normal,Normal,extracted_data/npy/val/normal/02296_H_A_N_C3.npy
Normal,Normal,extracted_data/npy/val/normal/00095_H_A_N_C2.npy
Normal,Normal,extracted_data/npy/val/normal/02595_H_A_N_C6.npy
Normal,Normal,extracted_data/npy/val/normal/01921_Y_E_N_C2.npy
Normal,Normal,extracted_data/npy/val/normal/01921_Y_E_N_C1.npy
Normal,Normal,extracted_data/npy/val/normal/01070_O_E_N_C2.npy
Normal,Normal,extracted_data/npy/val/normal/02129_H_A_N_C5.npy
Normal,Normal,extracted_data/npy/val/normal/00699_H_D_N_C3.npy
Normal,Normal,extracted_data/npy/val/normal/00699_H_D_N_C2.npy
Normal,Normal,extracted_data/npy/val/normal/02133_H_A_N_C6.npy
Normal,Normal,extracted_data/npy/val/normal/02440_H_A_N_C5.npy
Normal,Normal,extracted_data/npy/val/normal/02440_H_A_N_C4.npy
Normal,Normal,extracted_data/npy/val/normal/01158_O_E_N_C4.npy
Normal,Normal,extracted_data/npy/val/normal/00982_O_E_N_C6.npy
Normal,Normal,extracted_data/npy/val/normal/02237_H_A_N_C2.npy
Normal,Fall,extracted_data/npy/val/normal/01109_O_E_N_C4.npy
Normal,Normal,extracted_data/npy/val/normal/00504_H_D_N_C2.npy
Normal,Normal,extracted_data/npy/val/normal/00204_H_D_N_C6.npy
Normal,Normal,extracted_data/npy/val/normal/00830_O_E_N_C3.npy
Normal,Fall,extracted_data/npy/val/normal/01228_O_E_N_C4.npy
Fall,Fall,extracted_data/npy/val/fall/01948_Y_A_SY_C4.npy
Fall,Fall,extracted_data/npy/val/fall/01076_O_E_BY_C3.npy
Fall,Fall,extracted_data/npy/val/fall/01177_O_E_BY_C6.npy
Fall,Fall,extracted_data/npy/val/fall/01917_Y_E_BY_C2.npy
Fall,Fall,extracted_data/npy/val/fall/00872_O_E_BY_C5.npy
Fall,Fall,extracted_data/npy/val/fall/00028_H_A_FY_C4.npy
Fall,Fall,extracted_data/npy/val/fall/02552_H_D_BY_C6.npy
Fall,Fall,extracted_data/npy/val/fall/00901_O_E_BY_C7.npy
Fall,Fall,extracted_data/npy/val/fall/02160_H_A_BY_C3.npy
Fall,Fall,extracted_data/npy/val/fall/00094_H_A_SY_C2.npy
Fall,Fall,extracted_data/npy/val/fall/02722_H_A_BY_C7.npy
Fall,Fall,extracted_data/npy/val/fall/00801_O_E_FY_C2.npy
Fall,Normal,extracted_data/npy/val/fall/00992_O_E_FY_C2.npy
Fall,Fall,extracted_data/npy/val/fall/02029_H_A_BY_C7.npy
Fall,Fall,extracted_data/npy/val/fall/00435_H_A_FY_C1.npy
Fall,Fall,extracted_data/npy/val/fall/01521_O_F_BY_C7.npy
Fall,Fall,extracted_data/npy/val/fall/02806_H_D_FY_C8.npy
Fall,Fall,extracted_data/npy/val/fall/00556_H_D_FY_C4.npy
Fall,Fall,extracted_data/npy/val/fall/02693_H_A_FY_C8.npy
Fall,Fall,extracted_data/npy/val/fall/02457_H_A_FY_C8.npy
Fall,Fall,extracted_data/npy/val/fall/01246_O_E_BY_C7.npy
Fall,Fall,extracted_data/npy/val/fall/01738_Y_E_BY_C2.npy
Fall,Fall,extracted_data/npy/val/fall/00899_O_E_BY_C6.npy
Fall,Fall,extracted_data/npy/val/fall/00186_H_A_SY_C5.npy
Fall,Normal,extracted_data/npy/val/fall/02366_H_A_SY_C3.npy
Fall,Fall,extracted_data/npy/val/fall/00474_H_A_BY_C3.npy
Fall,Fall,extracted_data/npy/val/fall/01080_O_E_BY_C4.npy
Fall,Fall,extracted_data/npy/val/fall/01356_O_F_BY_C2.npy
Fall,Fall,extracted_data/npy/val/fall/02430_H_A_FY_C7.npy
Fall,Fall,extracted_data/npy/val/fall/02808_H_D_FY_C1.npy
Fall,Fall,extracted_data/npy/val/fall/01808_Y_A_FY_C6.npy
Fall,Fall,extracted_data/npy/val/fall/01364_O_F_FY_C7.npy
Fall,Fall,extracted_data/npy/val/fall/00829_O_E_BY_C3.npy
Fall,Fall,extracted_data/npy/val/fall/02148_H_A_BY_C2.npy
Fall,Fall,extracted_data/npy/val/fall/02843_H_D_FY_C6.npy
Fall,Fall,extracted_data/npy/val/fall/00759_O_E_FY_C7.npy
Fall,Fall,extracted_data/npy/val/fall/02751_H_A_FY_C6.npy
Fall,Fall,extracted_data/npy/val/fall/02187_H_A_SY_C8.npy
Fall,Fall,extracted_data/npy/val/fall/02627_H_A_SY_C4.npy
Fall,Fall,extracted_data/npy/val/fall/01543_O_E_SY_C8.npy
Fall,Fall,extracted_data/npy/val/fall/02547_H_D_SY_C3.npy
Fall,Fall,extracted_data/npy/val/fall/01392_O_B_FY_C1.npy
Fall,Fall,extracted_data/npy/val/fall/00025_H_A_FY_C3.npy
Fall,Fall,extracted_data/npy/val/fall/02838_H_D_FY_C5.npy
Fall,Fall,extracted_data/npy/val/fall/00771_O_E_BY_C2.npy
Fall,Fall,extracted_data/npy/val/fall/00213_H_D_FY_C3.npy
Fall,Fall,extracted_data/npy/val/fall/00789_O_E_FY_C1.npy
Fall,Fall,extracted_data/npy/val/fall/00201_H_D_FY_C2.npy
Fall,Fall,extracted_data/npy/val/fall/00105_H_A_SY_C3.npy
Fall,Fall,extracted_data/npy/val/fall/00029_H_A_SY_C6.npy
Fall,Fall,extracted_data/npy/val/fall/01458_O_B_BY_C4.npy
Fall,Fall,extracted_data/npy/val/fall/00026_H_A_SY_C5.npy
Fall,Fall,extracted_data/npy/val/fall/02400_H_A_BY_C4.npy
Fall,Fall,extracted_data/npy/val/fall/01384_O_B_FY_C8.npy
Fall,Fall,extracted_data/npy/val/fall/00241_H_D_FY_C5.npy
Fall,Fall,extracted_data/npy/val/fall/02176_H_A_BY_C4.npy
Fall,Fall,extracted_data/npy/val/fall/00863_O_E_FY_C5.npy
Fall,Fall,extracted_data/npy/val/fall/02605_H_A_FY_C4.npy
Fall,Fall,extracted_data/npy/val/fall/00293_H_A_FY_C6.npy
Fall,Normal,extracted_data/npy/val/fall/00227_H_D_BY_C8.npy
Fall,Normal,extracted_data/npy/val/fall/02454_H_A_SY_C7.npy
Fall,Fall,extracted_data/npy/val/fall/01783_Y_E_SY_C2.npy
Fall,Fall,extracted_data/npy/val/fall/02047_H_A_SY_C6.npy
Fall,Fall,extracted_data/npy/val/fall/00978_O_E_FY_C1.npy
Fall,Fall,extracted_data/npy/val/fall/02695_H_A_FY_C1.npy
Fall,Normal,extracted_data/npy/val/fall/00181_H_A_FY_C8.npy
Fall,Fall,extracted_data/npy/val/fall/02184_H_A_BY_C6.npy
Fall,Fall,extracted_data/npy/val/fall/02752_H_A_FY_C7.npy
Fall,Fall,extracted_data/npy/val/fall/01352_O_F_BY_C1.npy
Fall,Fall,extracted_data/npy/val/fall/02872_H_C_FY_C1.npy
Fall,Fall,extracted_data/npy/val/fall/00680_H_D_BY_C7.npy
Fall,Fall,extracted_data/npy/val/fall/01454_O_B_BY_C3.npy
Fall,Fall,extracted_data/npy/val/fall/01923_Y_E_BY_C3.npy
Fall,Normal,extracted_data/npy/val/fall/01282_O_F_FY_C7.npy
Fall,Fall,extracted_data/npy/val/fall/02648_H_A_FY_C5.npy
Fall,Fall,extracted_data/npy/val/fall/02311_H_A_FY_C4.npy
Fall,Fall,extracted_data/npy/val/fall/00059_H_A_FY_C5.npy
Fall,Fall,extracted_data/npy/val/fall/02386_H_A_FY_C5.npy
Fall,Fall,extracted_data/npy/val/fall/02804_H_D_FY_C7.npy
Fall,Normal,extracted_data/npy/val/fall/01052_O_E_FY_C4.npy
Fall,Fall,extracted_data/npy/val/fall/00098_H_A_BY_C5.npy
Fall,Fall,extracted_data/npy/val/fall/00319_H_A_FY_C8.npy
Fall,Fall,extracted_data/npy/val/fall/02180_H_A_BY_C5.npy
Fall,Fall,extracted_data/npy/val/fall/00763_O_E_FY_C8.npy
Fall,Fall,extracted_data/npy/val/fall/02673_H_A_SY_C7.npy
Fall,Fall,extracted_data/npy/val/fall/01802_Y_A_BY_C7.npy
Fall,Fall,extracted_data/npy/val/fall/00183_H_A_BY_C6.npy
Fall,Fall,extracted_data/npy/val/fall/02539_H_D_SY_C2.npy
Fall,Fall,extracted_data/npy/val/fall/01798_Y_E_BY_C6.npy
Fall,Fall,extracted_data/npy/val/fall/00274_H_D_SY_C7.npy
Fall,Fall,extracted_data/npy/val/fall/01321_O_F_FY_C3.npy
Fall,Fall,extracted_data/npy/val/fall/02715_H_A_FY_C2.npy
Fall,Fall,extracted_data/npy/val/fall/00301_H_A_FY_C7.npy
Fall,Fall,extracted_data/npy/val/fall/01762_Y_E_BY_C4.npy
Fall,Fall,extracted_data/npy/val/fall/02096_H_A_BY_C8.npy
Fall,Normal,extracted_data/npy/val/fall/00977_O_E_BY_C1.npy
Fall,Fall,extracted_data/npy/val/fall/01750_Y_E_FY_C4.npy
Fall,Fall,extracted_data/npy/val/fall/00512_H_D_BY_C4.npy
Fall,Fall,extracted_data/npy/val/fall/02719_H_A_FY_C3.npy
Fall,Fall,extracted_data/npy/val/fall/02968_L_F_FY_C2.npy
Fall,Fall,extracted_data/npy/val/fall/02659_H_A_SY_C6.npy
Fall,Fall,extracted_data/npy/val/fall/02963_L_F_BY_C1.npy
Fall,Fall,extracted_data/npy/val/fall/01355_O_F_FY_C6.npy
Fall,Fall,extracted_data/npy/val/fall/01741_Y_E_BY_C3.npy
Fall,Fall,extracted_data/npy/val/fall/02767_H_A_FY_C3.npy
Fall,Fall,extracted_data/npy/val/fall/00633_H_D_BY_C6.npy
Fall,Normal,extracted_data/npy/val/fall/02120_H_A_BY_C1.npy
Fall,Fall,extracted_data/npy/val/fall/01845_Y_A_BY_C8.npy
Fall,Fall,extracted_data/npy/val/fall/00900_O_E_FY_C6.npy
Fall,Fall,extracted_data/npy/val/fall/02422_H_A_FY_C6.npy
Fall,Fall,extracted_data/npy/val/fall/02929_H_B_BY_C8.npy
Fall,Fall,extracted_data/npy/val/fall/01003_O_E_BY_C2.npy
Fall,Fall,extracted_data/npy/val/fall/02758_H_A_FY_C8.npy
Fall,Fall,extracted_data/npy/val/fall/00736_H_D_SY_C4.npy
Fall,Fall,extracted_data/npy/val/fall/02196_H_A_BY_C8.npy
Fall,Fall,extracted_data/npy/val/fall/02200_H_A_BY_C1.npy
Fall,Fall,extracted_data/npy/val/fall/02823_H_D_FY_C3.npy
Fall,Fall,extracted_data/npy/val/fall/01813_Y_A_FY_C7.npy
Fall,Fall,extracted_data/npy/val/fall/01940_Y_A_BY_C4.npy
Fall,Fall,extracted_data/npy/val/fall/02973_L_F_BY_C3.npy
Fall,Fall,extracted_data/npy/val/fall/00074_H_A_BY_C4.npy
Fall,Fall,extracted_data/npy/val/fall/01522_O_E_FY_C2.npy
Fall,Fall,extracted_data/npy/val/fall/01565_O_E_BY_C8.npy
Fall,Fall,extracted_data/npy/val/fall/01826_Y_A_SY_C3.npy
Fall,Fall,extracted_data/npy/val/fall/02221_H_A_FY_C2.npy
Fall,Fall,extracted_data/npy/val/fall/00287_H_A_BY_C2.npy
Fall,Normal,extracted_data/npy/val/fall/00207_H_D_BY_C7.npy
Fall,Fall,extracted_data/npy/val/fall/01349_O_F_FY_C5.npy
Fall,Fall,extracted_data/npy/val/fall/02760_H_A_FY_C1.npy
Fall,Fall,extracted_data/npy/val/fall/01330_O_F_FY_C4.npy
Fall,Normal,extracted_data/npy/val/fall/00001_H_A_SY_C4.npy
Fall,Fall,extracted_data/npy/val/fall/01493_O_F_SY_C5.npy
Fall,Fall,extracted_data/npy/val/fall/02438_H_A_SY_C5.npy
Fall,Fall,extracted_data/npy/val/fall/01472_O_F_BY_C5.npy
Fall,Fall,extracted_data/npy/val/fall/02593_H_A_FY_C3.npy
Fall,Fall,extracted_data/npy/val/fall/01673_Y_E_FY_C3.npy
Fall,Fall,extracted_data/npy/val/fall/02308_H_A_SY_C2.npy
Fall,Fall,extracted_data/npy/val/fall/00644_H_D_FY_C6.npy
Fall,Fall,extracted_data/npy/val/fall/00711_H_D_SY_C3.npy
Fall,Fall,extracted_data/npy/val/fall/02411_H_A_SY_C4.npy
Fall,Fall,extracted_data/npy/val/fall/00111_H_A_FY_C7.npy
Fall,Normal,extracted_data/npy/val/fall/02450_H_A_SY_C6.npy
Fall,Fall,extracted_data/npy/val/fall/01168_O_E_FY_C5.npy
Fall,Fall,extracted_data/npy/val/fall/02063_H_A_SY_C7.npy
Fall,Fall,extracted_data/npy/val/fall/00076_H_A_SY_C8.npy
Fall,Fall,extracted_data/npy/val/fall/02342_H_A_BY_C3.npy
Fall,Fall,extracted_data/npy/val/fall/01970_Y_A_SY_C5.npy
Fall,Fall,extracted_data/npy/val/fall/00221_H_D_FY_C4.npy
Fall,Fall,extracted_data/npy/val/fall/02009_H_A_BY_C6.npy
Fall,Fall,extracted_data/npy/val/fall/02809_H_D_FY_C2.npy
Fall,Fall,extracted_data/npy/val/fall/02847_H_D_FY_C7.npy
Fall,Fall,extracted_data/npy/val/fall/01714_Y_E_BY_C1.npy
Fall,Fall,extracted_data/npy/val/fall/00733_H_D_BY_C8.npy
Fall,Fall,extracted_data/npy/val/fall/02538_H_D_FY_C2.npy
Fall,Fall,extracted_data/npy/val/fall/00832_O_E_FY_C3.npy
Fall,Fall,extracted_data/npy/val/fall/00576_H_D_BY_C5.npy
Fall,Fall,extracted_data/npy/val/fall/01761_Y_E_SY_C1.npy
Fall,Fall,extracted_data/npy/val/fall/02964_L_F_BY_C2.npy
Fall,Fall,extracted_data/npy/val/fall/00100_H_A_FY_C6.npy
